id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
1159,66,185160,FALSE,0.443,0.104,0,-17.042,1,0.101,0.913,0,0.191,0.394,76.497,4,jazz
1160,0,260808,FALSE,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,rock
1161,0,243057,FALSE,0.503,0.582,0,-4.324,1,0.0253,0.472,0,0.103,0.326,77.321,4,rock
1162,2,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,pop
1163,66,268833,FALSE,0.647,0.656,11,-8.632,1,0.0354,0.657,1.63e-4,0.343,0.453,119.965,4,pop
1164,71,142511,FALSE,0.717,0.471,9,-7.971,1,0.0348,0.792,1.24e-6,0.327,0.426,110.026,4,pop
1165,77,206060,FALSE,0.796,0.572,8,-7.03,0,0.0545,0.416,2.55e-5,0.0975,0.304,98.967,4,pop
1166,0,212868,FALSE,0.813,0.554,9,-6.631,1,0.0544,0.315,0,0.105,0.86,148.011,4,pop
1167,0,259906,FALSE,0.644,0.919,2,-6.289,1,0.0561,0.179,0.135,0.622,0.87,117.458,4,rock
1168,0,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,jazz
1169,0,84986,FALSE,0.553,0.337,10,-10.334,1,0.0303,0.818,0,0.113,0.664,102.213,4,jazz
1170,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
1171,66,178598,FALSE,0.602,0.249,2,-9.264,0,0.0287,0.725,0,0.243,0.274,131.814,3,pop
1172,0,205647,FALSE,0.569,0.899,3,-3.757,1,0.15,0.0304,3.86e-6,0.424,0.625,126.054,4,rock
1173,0,141533,FALSE,0.346,0.202,5,-19.605,0,0.0337,0.968,0.922,0.17,0.508,86.555,4,jazz
1174,71,322250,FALSE,0.648,0.711,4,-6.216,1,0.0304,0.436,0,0.121,0.33,119.935,4,pop
1175,0,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,rock
1176,0,200240,FALSE,0.544,0.291,0,-13.898,1,0.0274,0.714,2.88e-4,0.0963,0.168,75.945,4,rock
1177,0,192420,FALSE,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,jazz
1178,1,242495,FALSE,0.315,0.418,7,-9.146,1,0.0299,0.131,6.79e-4,0.0836,0.237,129.116,4,pop
1179,0,173600,FALSE,0.509,0.326,0,-9.59,0,0.0254,0.0618,0.805,0.293,0.229,86.829,4,rock
1180,73,256688,FALSE,0.572,0.155,6,-14.405,1,0.0344,0.835,1.37e-4,0.0906,0.0949,109.923,3,rock
1181,0,170964,FALSE,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-6,0.316,0.344,75.25,1,pop
1182,0,151333,FALSE,0.771,0.158,6,-10.374,0,0.0621,0.895,0,0.144,0.504,130.072,4,jazz
1183,67,273188,FALSE,0.651,0.562,9,-5.787,1,0.0302,0.601,0,0.121,0.607,81.029,4,pop
1184,74,224072,FALSE,0.787,0.603,9,-4.781,1,0.034,0.435,0,0.101,0.743,106.984,4,pop
1185,0,200026,FALSE,0.711,0.742,11,-5.434,0,0.0294,0.172,8.38e-4,0.0502,0.73,100.053,4,rock
1186,0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,jazz
1187,0,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,rock
1188,67,217992,FALSE,0.581,0.424,8,-6.616,1,0.0269,0.723,0,0.101,0.352,98.936,4,pop
1189,71,234546,FALSE,0.593,0.851,9,-5.456,1,0.0446,0.0683,0,0.271,0.344,119.987,4,rock
1190,65,124675,FALSE,0.613,0.526,7,-9.243,0,0.031,0.669,0.933,0.168,0.108,154.082,4,jazz
1191,0,181186,FALSE,0.415,0.212,8,-15.848,1,0.0318,0.785,0,0.325,0.338,92.988,4,jazz
1192,65,207751,FALSE,0.411,0.277,7,-8.844,1,0.0305,0.903,0,0.209,0.345,143.768,3,pop
1193,4,307014,FALSE,0.71,0.625,6,-9.008,0,0.0295,0.029,1.1e-5,0.108,0.784,140.994,4,pop
1194,71,226941,FALSE,0.62,0.627,7,-6.187,1,0.0307,0.497,0,0.133,0.557,82.008,4,pop
1195,0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,jazz
1196,1,251120,FALSE,0.694,0.761,4,-6.066,1,0.0263,0.176,3.63e-5,0.123,0.866,129.953,4,rock
1197,0,206580,FALSE,0.211,0.821,9,-5.423,0,0.0732,1.25e-5,0.0329,0.104,0.371,153.742,4,rock
1198,66,224211,FALSE,0.767,0.867,4,-2.931,0,0.247,0.109,0,0.155,0.786,151.965,4,pop
1199,1,253388,FALSE,0.659,0.274,7,-11.686,0,0.186,0.694,0,0.148,0.479,127.862,4,jazz
1200,63,251428,FALSE,0.524,0.765,3,-2.625,0,0.184,0.319,0,0.332,0.475,157.487,3,pop
